a,b,N,R,P,U
0.2005,4.5,4.0,0.7421488062886202,0.08320610402045778,0.7739818667965148
0.201,4.5,4.0,0.7421123965875274,0.0832347245069042,0.7738980524901704
0.2015,4.5,4.0,0.7420765432751761,0.0832638064028467,0.7738156581825176
0.202,4.5,4.0,0.742041250956173,0.08329335440171606,0.7737346969948827
0.2025,4.5,4.0,0.7420065242351247,0.08332337319694308,0.7736551820485917
0.203,4.5,4.0,0.741972367716638,0.08335386748195853,0.7735771264649707
0.20350000000000001,4.5,4.0,0.7419387860053194,0.08338484195019319,0.7735005433653458
0.20400000000000001,4.5,4.0,0.7419057837057756,0.08341630129507786,0.773425445871043
0.20450000000000002,4.5,4.0,0.7418733654226133,0.08344825021004332,0.7733518471033883
0.20500000000000002,4.5,4.0,0.7418415357604391,0.08348069338852032,0.7732797601837079
0.20550000000000002,4.5,4.0,0.7418102993238597,0.08351363552393969,0.7732091982333279
0.20600000000000002,4.5,4.0,0.7417796607174816,0.08354708130973217,0.7731401743735742
0.20650000000000002,4.5,4.0,0.7417496245459115,0.08358103543932857,0.773072701725773
0.20700000000000002,4.5,4.0,0.7417201954137563,0.08361550260615966,0.7730067934112503
0.20750000000000002,4.5,4.0,0.7416913779256223,0.08365048750365622,0.7729424625513323
0.20800000000000002,4.5,4.0,0.7416631766861165,0.08368599482524905,0.7728797222673449
0.20850000000000002,4.5,4.0,0.7416355962998452,0.08372202926436892,0.7728185856806142
0.20900000000000002,4.5,4.0,0.7416086413714152,0.08375859551444662,0.7727590659124663
0.20950000000000002,4.5,4.0,0.7415823165054332,0.08379569826891292,0.7727011760842273
0.21000000000000002,4.5,4.0,0.7415566263065058,0.0838333422211986,0.7726449293172232
0.21050000000000002,4.5,4.0,0.7415315753792396,0.08387153206473447,0.7725903387327802
0.21100000000000002,4.5,4.0,0.7415071683282415,0.08391027249295128,0.7725374174522242
0.21150000000000002,3.615,4.0,0.7403390564132232,0.10380762663912212,0.7729494562040945
0.21150000000000002,3.61875,4.0,0.7404016792176834,0.10369173542314014,0.7729551459495292
0.21150000000000002,3.6225,4.0,0.7404641739227336,0.1035762629192403,0.7729616727068855
0.21150000000000002,3.6375,4.0,0.7407127785198754,0.10311852194095096,0.7729959185370614
0.21150000000000002,3.64125,4.0,0.7407745628061574,0.1030051144348283,0.7730064568651764
0.21150000000000002,3.645,4.0,0.7408361910243424,0.10289211421573435,0.7730177628096735
0.21150000000000002,3.6487499999999997,4.0,0.7408976585129826,0.10277951937949356,0.7730298248046291
0.21150000000000002,3.6525,4.0,0.7409589606106304,0.10266732802193036,0.7730426312841201
0.21150000000000002,3.65625,4.0,0.7410200926558379,0.10255553823886918,0.773056170682223
0.21150000000000002,4.5,4.0,0.7414834097581178,0.08394956819927983,0.7724861785968813
0.21200000000000002,3.54,4.0,0.7390401579507648,0.106256687747782,0.7729695546335443
0.21200000000000002,3.54375,4.0,0.739104421403978,0.1061320244927437,0.7729563746809279
0.21200000000000002,3.5475,4.0,0.7391686496459923,0.10600781800108433,0.7729442610214747
0.21200000000000002,3.55125,4.0,0.7392328380153599,0.10588406636862834,0.7729332020892616
0.21200000000000002,3.5549999999999997,4.0,0.7392969818506331,0.10576076769120014,0.7729231863183651
0.21200000000000002,3.55875,4.0,0.739361076490364,0.10563792006462416,0.772914202142862
0.21200000000000002,3.5625,4.0,0.739425117273105,0.10551552158472484,0.772906237996829
0.21200000000000002,3.56625,4.0,0.7394890995374082,0.1053935703473266,0.7728992823143429
0.21200000000000002,3.57,4.0,0.7395530186218258,0.1052720644482539,0.7728933235294803
0.21200000000000002,3.57375,4.0,0.73961686986491,0.10515100198333115,0.772888350076318
0.21200000000000002,3.5775,4.0,0.7396806486052131,0.10503038104838276,0.7728843503889326
0.21200000000000002,3.58125,4.0,0.7397443501812874,0.10491019973923321,0.7728813129014007
0.21200000000000002,3.585,4.0,0.739807969931685,0.10479045615170689,0.7728792260477995
0.21200000000000002,3.58875,4.0,0.7398715031949581,0.10467114838162823,0.7728780782622051
0.21200000000000002,3.5925000000000002,4.0,0.7399349453096589,0.10455227452482169,0.7728778579786947
0.21200000000000002,3.59625,4.0,0.7399982916143397,0.10443383267711169,0.7728785536313447
0.21200000000000002,3.6,4.0,0.7400615374475528,0.10431582093432265,0.772880153654232
0.21200000000000002,3.60375,4.0,0.7401246781478502,0.10419823739227901,0.7728826464814333
0.21200000000000002,3.6075,4.0,0.7401877090537844,0.10408108014680519,0.7728860205470253
0.21200000000000002,3.61125,4.0,0.7402506255039073,0.10396434729372563,0.7728902642850844
0.21200000000000002,3.615,4.0,0.7403134228367714,0.10384803692886474,0.7728953661296878
0.21200000000000002,3.61875,4.0,0.7403760963909287,0.103732147148047,0.772901314514912
0.21200000000000002,3.6225,4.0,0.7404386415049315,0.10361667604709679,0.7729080978748336
0.21200000000000002,3.6262499999999998,4.0,0.7405010535173322,0.10350162172183858,0.7729157046435294
0.21200000000000002,3.63,4.0,0.7405633277666828,0.10338698226809677,0.7729241232550762
0.21200000000000002,3.63375,4.0,0.7406254595915355,0.10327275578169579,0.7729333421435507
0.21200000000000002,3.6375,4.0,0.7406874443304426,0.10315894035846009,0.7729433497430295
0.21200000000000002,3.64125,4.0,0.7407492773219564,0.1030455340942141,0.7729541344875893
0.21200000000000002,3.645,4.0,0.740810953904629,0.10293253508478224,0.7729656848113069
0.21200000000000002,3.6487499999999997,4.0,0.7408724694170128,0.10281994142598895,0.7729779891482591
0.21200000000000002,3.6525,4.0,0.7409338191976597,0.10270775121365865,0.7729910359325224
0.21200000000000002,3.65625,4.0,0.7409949985851222,0.10259596254361578,0.7730048135981736
0.21200000000000002,3.66,4.0,0.7410560029179524,0.10248457351168475,0.7730193105792894
0.21200000000000002,4.5,4.0,0.7414603042734753,0.08398942387715091,0.7724366352880776
0.21250000000000002,3.5324999999999998,4.0,0.7388852754409412,0.10654835079266776,0.7729402501531715
0.21250000000000002,3.54,4.0,0.7390140061844561,0.10629765044993464,0.7729112524859729
0.21250000000000002,3.54375,4.0,0.7390783275511945,0.10617298918366573,0.7728983731681289
0.21250000000000002,3.5475,4.0,0.7391426133659899,0.10604878464856118,0.7728865581062241
0.21250000000000002,3.55125,4.0,0.7392068589673944,0.1059250349404454,0.7728757957343351
0.21250000000000002,3.5549999999999997,4.0,0.7392710596939601,0.10580173815514284,0.7728660744865387
0.21250000000000002,3.55875,4.0,0.7393352108842396,0.10567889238847789,0.7728573827969115
0.21250000000000002,3.5625,4.0,0.7393993078767848,0.10555649573627501,0.7728497090995303
0.21250000000000002,3.56625,4.0,0.739463346010148,0.10543454629435862,0.7728430418284719
0.21250000000000002,3.57,4.0,0.7395273206228814,0.1053130421585532,0.7728373694178129
0.21250000000000002,3.57375,4.0,0.7395912270535373,0.1051919814246831,0.77283268030163
0.21250000000000002,3.5775,4.0,0.7396550606406679,0.1050713621885728,0.7728289629139999
0.21250000000000002,3.58125,4.0,0.7397188167228254,0.10495118254604673,0.7728262056889995
0.21250000000000002,3.585,4.0,0.7397824906385619,0.10483144059292929,0.7728243970607053
0.21250000000000002,3.58875,4.0,0.73984607772643,0.10471213442504494,0.772823525463194
0.21250000000000002,3.5925000000000002,4.0,0.7399095733249814,0.1045932621382181,0.7728235793305425
0.21250000000000002,3.59625,4.0,0.7399729727727687,0.10447482182827322,0.7728245470968274
0.21250000000000002,3.6,4.0,0.7400362714083439,0.1043568115910347,0.7728264171961253
0.21250000000000002,3.60375,4.0,0.7400994645702594,0.104239229522327,0.7728291780625132
0.21250000000000002,3.6075,4.0,0.7401625475970675,0.10412207371797451,0.7728328181300675
0.21250000000000002,3.61125,4.0,0.74022551582732,0.1040053422738017,0.7728373258328651
0.21250000000000002,3.615,4.0,0.7402883645995695,0.10388903328563298,0.7728426896049827
0.21250000000000002,3.61875,4.0,0.740351089252368,0.1037731448492928,0.7728488978804969
0.21250000000000002,3.6225,4.0,0.740413685124268,0.10365767506060557,0.7728559390934846
0.21250000000000002,3.6262499999999998,4.0,0.7404761475538214,0.10354262201539574,0.7728638016780223
0.21250000000000002,3.63,4.0,0.7405384718795807,0.10342798380948771,0.7728724740681868
0.21250000000000002,3.63375,4.0,0.7406006534400978,0.10331375853870593,0.7728819446980549
