method,b,R,P,U,dominated_by_pin_pareto,points,dominated_points,minimum_dominance_margin
pchip,3.0945,0.7434165397785065,0.11920716098551745,0.8635644661703639,True,,,
pchip,3.09525,0.743437066353487,0.11917049621013795,0.8634906986633799,True,,,
pchip,3.096,0.7434575925290955,0.11913384787238046,0.8634169754563199,True,,,
pchip,3.09675,0.7434781183053202,0.11909721599111006,0.863343296882001,True,,,
pchip,3.0975,0.7434986436821492,0.1190606005851919,0.8632696632732401,True,,,
pchip,3.09825,0.7435191686595708,0.11902400167349106,0.8631960749628541,True,,,
pchip,3.099,0.7435396932375729,0.11898741927487266,0.8631225322836603,True,,,
pchip,3.0997500000000002,0.7435602174161439,0.11895085340820184,0.8630490355684756,True,,,
pchip,3.1005,0.7435807411952718,0.1189143040923437,0.862975585150117,True,,,
pchip,3.10125,0.7436012645749449,0.11887777134616333,0.8629021813614015,True,,,
pchip,3.102,0.7436217875551513,0.11884125518852585,0.8628288245351461,True,,,
pchip,3.10275,0.743642310135879,0.11880475563829639,0.8627555150041678,True,,,
pchip,3.1035,0.7436628323171164,0.11876827271434007,0.8626822531012838,True,,,
pchip,3.10425,0.7436833540988513,0.11873180643552196,0.8626090391593109,True,,,
pchip,3.105,0.7437038754810724,0.11869535682070723,0.8625358735110661,True,,,
pchip,3.10575,0.7437243964637673,0.11865892388876095,0.8624627564893667,True,,,
pchip,3.1065,0.7437449170469245,0.11862250765854826,0.8623896884270295,True,,,
pchip,3.10725,0.743765437230532,0.11858610814893425,0.8623166696568715,True,,,
pchip,3.108,0.743785957014578,0.11854972537878405,0.8622437005117097,True,,,
pchip,3.10875,0.7438064763990506,0.11851335936696276,0.8621707813243613,True,,,
pchip,3.1095,0.7438269953839383,0.11847701013233553,0.8620979124276432,True,,,
pchip,3.11025,0.7438475139692285,0.11844067769376741,0.8620250941543723,True,,,
pchip,3.111,0.7438680321549102,0.11840436207012356,0.861952326837366,True,,,
pchip,3.11175,0.743888549940971,0.11836806328026911,0.861879610809441,True,,,
pchip,3.1125,0.7439090673273991,0.11833178134306913,0.8618069464034143,True,,,
pchip,3.11325,0.743929584314183,0.11829551627738874,0.861734333952103,True,,,
pchip,3.114,0.7439501009013104,0.11825926810209307,0.8616617737883241,True,,,
pchip,3.11475,0.7439706170887698,0.1182230368360472,0.8615892662448946,True,,,
pchip,3.1155,0.7439911328765494,0.11818682249811628,0.8615168116546316,True,,,
pchip,3.11625,0.744011648264637,0.11815062510716542,0.8614444103503521,True,,,
pchip,3.117,0.744032163253021,0.11811444468205971,0.861372062664873,True,,,
pchip,3.11775,0.7440526778416893,0.1180782812416643,0.8612997689310115,True,,,
pchip,3.1185,0.7440731920306305,0.11804213480484428,0.8612275294815843,True,,,
pchip,3.11925,0.7440937058198325,0.11800600539046474,0.8611553446494088,True,,,
pchip,3.12,0.7441142192092833,0.11796989301739083,0.861083214767302,True,,,
pchip,3.12075,0.7441347321989714,0.11793379770448766,0.8610111401680806,True,,,
pchip,3.1215,0.7441552447888846,0.11789771947062033,0.8609391211845617,True,,,
pchip,3.12225,0.7441757569790112,0.11786165833465395,0.8608671581495626,True,,,
pchip,3.123,0.7441962687693394,0.11782561431545363,0.8607952513959001,True,,,
pchip,3.12375,0.7442167801598575,0.11778958743188454,0.8607234012563912,True,,,
pchip,3.1245,0.7442372911505533,0.11775357770281171,0.8606516080638529,True,,,
pchip,3.12525,0.744257801741415,0.11771758514710029,0.8605798721511024,True,,,
pchip,3.126,0.7442783119324312,0.1176816097836154,0.8605081938509566,True,,,
pchip,3.12675,0.7442988217235895,0.11764565163122213,0.8604365734962324,True,,,
pchip,3.1275,0.7443193311148785,0.11760971070878565,0.8603650114197469,True,,,
pchip,3.12825,0.744339840106286,0.117573787035171,0.8602935079543171,True,,,
pchip,3.129,0.7443603486978003,0.11753788062924334,0.8602220634327603,True,,,
pchip,3.12975,0.7443808568894095,0.11750199150986776,0.8601506781878931,True,,,
pchip,3.1305,0.7444013646811019,0.11746611969590938,0.8600793525525328,True,,,
pchip,3.13125,0.7444218720728656,0.11743026520623334,0.8600080868594963,True,,,
pchip,3.132,0.7444423790646887,0.11739442805970471,0.8599368814416006,True,,,
pchip,3.13275,0.7444628856565593,0.11735860827518863,0.8598657366316628,True,,,
pchip,3.1335,0.7444833918484656,0.1173228058715502,0.8597946527624997,True,,,
pchip,3.13425,0.7445038976403958,0.11728702086765454,0.8597236301669287,True,,,
pchip,3.135,0.744524403032338,0.1172512532823668,0.8596526691777665,True,,,
pchip,3.13575,0.7445449080242805,0.11721550313455201,0.8595817701278302,True,,,
pchip,3.1365,0.7445654126162113,0.11717977044307533,0.8595109333499369,True,,,
pchip,3.13725,0.7445859168081185,0.1171440552268019,0.8594401591769035,True,,,
pchip,3.138,0.7446064205999903,0.11710835750459679,0.8593694479415472,True,,,
pchip,3.13875,0.7446269239918151,0.11707267729532513,0.8592987999766848,True,,,
pchip,3.1395,0.7446474269835808,0.11703701461785201,0.8592282156151335,True,,,
pchip,3.14025,0.7446679295752755,0.11700136949104259,0.8591576951897102,True,,,
pchip,3.141,0.7446884317668874,0.11696574193376195,0.8590872390332318,True,,,
pchip,3.14175,0.7447089335584048,0.11693013196487523,0.8590168474785158,True,,,
pchip,3.1425,0.7447294349498158,0.11689453960324751,0.8589465208583786,True,,,
pchip,3.14325,0.7447499359411085,0.11685896486774391,0.8588762595056376,True,,,
pchip,3.144,0.7447704365322712,0.11682340777722956,0.8588060637531096,True,,,
pchip,3.14475,0.7447909367232917,0.11678786835056956,0.8587359339336119,True,,,
pchip,3.1455,0.7448114365141584,0.11675234660662905,0.8586658703799613,True,,,
pchip,3.14625,0.7448319359048595,0.11671684256427312,0.8585958734249748,True,,,
pchip,3.147,0.7448524348953831,0.11668135624236688,0.8585259434014696,True,,,
pchip,3.14775,0.7448729334857173,0.11664588765977545,0.8584560806422624,True,,,
pchip,3.1485,0.7448934316758502,0.11661043683536391,0.8583862854801706,True,,,
pchip,3.14925,0.7449139294657703,0.11657500378799743,0.8583165582480109,True,,,
pchip,3.15,0.7449344268554653,0.11653958853654109,0.8582468992786005,True,,,
pchip,3.15075,0.7449549238449237,0.11650419109986002,0.8581773089047565,True,,,
pchip,3.1515,0.7449754204341333,0.11646881149681933,0.8581077874592958,True,,,
pchip,3.15225,0.7449959166230826,0.1164334497462841,0.8580383352750354,True,,,
pchip,3.153,0.7450164124117595,0.11639810586711949,0.8579689526847921,True,,,
pchip,3.15375,0.7450369078001524,0.11636277987819059,0.8578996400213833,True,,,
pchip,3.1545,0.7450574027882493,0.11632747179836252,0.857830397617626,True,,,
pchip,3.15525,0.7450778973760384,0.11629218164650039,0.857761225806337,True,,,
pchip,3.156,0.7450983915635079,0.1162569094414693,0.8576921249203333,True,,,
pchip,3.15675,0.7451188853506455,0.11622165520213439,0.8576230952924321,True,,,
pchip,3.1575,0.7451393787374402,0.11618641894736076,0.8575541372554502,True,,,
pchip,3.15825,0.7451598717238794,0.11615120069601355,0.857485251142205,True,,,
pchip,3.159,0.7451803643099516,0.11611600046695782,0.8574164372855131,True,,,
pchip,3.15975,0.745200856495645,0.1160808182790587,0.8573476960181917,True,,,
pchip,3.1605,0.7452213482809475,0.11604565415118133,0.8572790276730579,True,,,
pchip,3.16125,0.7452418396658476,0.1160105081021908,0.8572104325829285,True,,,
pchip,3.162,0.745262330650333,0.11597538015095223,0.8571419110806207,True,,,
pchip,3.16275,0.7452828212343924,0.11594027031633071,0.8570734634989514,True,,,
pchip,3.1635,0.7453033114180135,0.11590517861719139,0.8570050901707377,True,,,
pchip,3.16425,0.7453238012011846,0.11587010507239938,0.8569367914287965,True,,,
pchip,3.165,0.7453442905838938,0.11583504970081981,0.856868567605945,True,,,
pchip,3.16575,0.7453647795661296,0.11580001252131773,0.8568004190350001,True,,,
pchip,3.1665,0.7453852681478796,0.11576499355275828,0.856732346048779,True,,,
pchip,3.16725,0.7454057563291324,0.1157299928140066,0.8566643489800985,True,,,
pchip,3.168,0.7454262441098758,0.11569501032392779,0.8565964281617756,True,,,
pchip,3.16875,0.7454467314900983,0.11566004610138697,0.8565285839266273,True,,,
pchip,3.1695,0.7454672184697879,0.11562510016524921,0.8564608166074709,True,,,
pchip,3.1702500000000002,0.7454877050489328,0.11559017253437967,0.8563931265371232,True,,,
pchip,3.171,0.745508191227521,0.11555526322764349,0.8563255140484013,True,,,
pchip,3.17175,0.7455286770055407,0.11552037226390569,0.8562579794741221,True,,,
pchip,3.1725,0.7455491623829802,0.11548549966203145,0.8561905231471026,True,,,
pchip,3.17325,0.7455696473598276,0.11545064544088586,0.85612314540016,True,,,
pchip,3.174,0.7455901319360709,0.11541580961933405,0.8560558465661112,True,,,
pchip,3.17475,0.7456106161116983,0.11538099221624111,0.8559886269777732,True,,,
pchip,3.1755,0.7456310998866981,0.11534619325047221,0.8559214869679632,True,,,
pchip,3.17625,0.7456515832610585,0.11531141274089238,0.855854426869498,True,,,
pchip,3.177,0.7456720662347674,0.11527665070636679,0.8557874470151946,True,,,
pchip,3.17775,0.7456925488078132,0.11524190716576053,0.8557205477378702,True,,,
pchip,3.1785,0.7457130309801838,0.11520718213793875,0.8556537293703417,True,,,
pchip,3.17925,0.7457335127518676,0.11517247564176651,0.8555869922454261,True,,,
pchip,3.18,0.7457539941228526,0.11513778769610894,0.8555203366959405,True,,,
pchip,3.18075,0.7457744750931269,0.11510311831983118,0.8554537630547019,True,,,
pchip,3.1814999999999998,0.745794955662679,0.11506846753179834,0.8553872716545272,True,,,
pchip,3.18225,0.7458154358314966,0.11503383535087548,0.8553208628282337,True,,,
pchip,3.183,0.7458359155995682,0.11499922179592777,0.8552545369086381,True,,,
pchip,3.18375,0.7458563949668816,0.11496462688582029,0.8551882942285576,True,,,
pchip,3.1845,0.7458768739334253,0.11493005063941818,0.8551221351208091,True,,,
pchip,3.18525,0.7458973524991873,0.11489549307558655,0.8550560599182098,True,,,
pchip,3.186,0.7459178306641557,0.11486095421319048,0.8549900689535765,True,,,
pchip,3.18675,0.7459383084283189,0.11482643407109512,0.8549241625597265,True,,,
pchip,3.1875,0.7459587857916646,0.11479193266816558,0.8548583410694763,True,,,
pchip,3.18825,0.7459792627541816,0.11475745002326694,0.8547926048156436,True,,,
pchip,3.189,0.7459997393158575,0.11472298615526436,0.8547269541310448,True,,,
pchip,3.18975,0.7460202154766806,0.11468854108302293,0.8546613893484973,True,,,
pchip,3.1905,0.7460406912366392,0.11465411482540774,0.8545959108008181,True,,,
pchip,3.19125,0.7460611665957212,0.11461970740128394,0.854530518820824,True,,,
pchip,3.192,0.746081641553915,0.11458531882951663,0.8544652137413322,True,,,
pchip,3.19275,0.7461021161112087,0.11455094912897092,0.8543999958951597,True,,,
pchip,3.1935000000000002,0.7461225902675903,0.11451659831851194,0.8543348656151233,True,,,
pchip,3.19425,0.7461430640230482,0.11448226641700479,0.8542698232340404,True,,,
pchip,3.195,0.7461635373775702,0.11444795344331458,0.8542048690847277,True,,,
pchip,3.19575,0.7461840103311449,0.11441365941630643,0.8541400035000024,True,,,
pchip,3.1965,0.7462044828837601,0.11437938435484543,0.8540752268126813,True,,,
pchip,3.19725,0.746224955035404,0.11434512827779672,0.8540105393555818,True,,,
pchip,3.198,0.746245426786065,0.1143108912040254,0.8539459414615206,True,,,
pchip,3.19875,0.746265898135731,0.11427667315239662,0.8538814334633147,True,,,
pchip,3.1995,0.7462863690843902,0.11424247414177544,0.8538170156937813,True,,,
pchip,3.20025,0.7463068396320308,0.11420829419102699,0.8537526884857374,True,,,
pchip,3.201,0.7463273097786411,0.1141741333190164,0.8536884521719998,True,,,
pchip,3.20175,0.7463477795242089,0.11413999154460874,0.8536243070853858,True,,,
pchip,3.2025,0.7463682488687228,0.1141058688866692,0.8535602535587122,True,,,
pchip,3.20325,0.7463887178121703,0.11407176536406284,0.8534962919247963,True,,,
pchip,3.204,0.7464091863545402,0.11403768099565477,0.8534324225164547,True,,,
pchip,3.20475,0.7464296544958205,0.11400361580031013,0.8533686456665047,True,,,
pchip,3.2055,0.7464501222359993,0.11396956979689402,0.8533049617077633,True,,,
pchip,3.20625,0.7464705895750645,0.11393554300427153,0.8532413709730474,True,,,
pchip,3.207,0.7464910565130046,0.11390153544130781,0.8531778737951742,True,,,
pchip,3.20775,0.7465115230498075,0.11386754712686795,0.8531144705069605,True,,,
pchip,3.2085,0.7465319891854617,0.11383357807981709,0.8530511614412235,True,,,
pchip,3.20925,0.7465524549199549,0.1137996283190203,0.8529879469307802,True,,,
pchip,3.21,0.7465729202532757,0.11376569786334273,0.8529248273084474,True,,,
pchip,3.21075,0.7465933851854119,0.11373178673164948,0.8528618029070425,True,,,
pchip,3.2115,0.7466138497163518,0.11369789494280566,0.852798874059382,True,,,
pchip,3.21225,0.7466343138460836,0.11366402251567638,0.8527360410982836,True,,,
pchip,3.213,0.7466547775745954,0.11363016946912678,0.8526733043565636,True,,,
pchip,3.21375,0.7466752409018753,0.11359633582202196,0.8526106641670396,True,,,
pchip,3.2145,0.7466957038279116,0.113562521593227,0.8525481208625282,True,,,
pchip,3.21525,0.7467161663526923,0.11352872680160705,0.8524856747758467,True,,,
pchip,3.216,0.7467366284762056,0.11349495146602723,0.852423326239812,True,,,
pchip,3.21675,0.7467570901984398,0.11346119560535263,0.852361075587241,True,,,
pchip,3.2175,0.7467775515193827,0.11342745923844838,0.8522989231509511,True,,,
pchip,3.21825,0.7467980124390229,0.11339374238417957,0.8522368692637589,True,,,
pchip,3.219,0.7468184729573482,0.11336004506141134,0.8521749142584815,True,,,
pchip,3.21975,0.7468389330743469,0.11332636728900877,0.8521130584679361,True,,,
pchip,3.2205,0.7468593927900071,0.11329270908583701,0.8520513022249395,True,,,
pchip,3.22125,0.7468798521043172,0.11325907047076114,0.8519896458623089,True,,,
pchip,3.222,0.7469003110172648,0.1132254514626463,0.8519280897128613,True,,,
pchip,3.22275,0.7469207695288387,0.1131918520803576,0.8518666341094135,True,,,
pchip,3.2235,0.7469412276390266,0.11315827234276014,0.8518052793847829,True,,,
pchip,3.22425,0.7469616853478168,0.11312471226871904,0.8517440258717861,True,,,
pchip,3.225,0.7469821426551976,0.11309117187709941,0.8516828739032404,True,,,
pchip,3.22575,0.7470025995611568,0.11305765118676636,0.8516218238119627,True,,,
pchip,3.2265,0.747023056065683,0.11302415021658503,0.8515608759307701,True,,,
pchip,3.22725,0.747043512168764,0.1129906689854205,0.8515000305924796,True,,,
pchip,3.228,0.7470639678703881,0.1129572075121379,0.8514392881299082,True,,,
pchip,3.22875,0.7470844231705434,0.11292376581560236,0.8513786488758729,True,,,
pchip,3.2295,0.7471048780692181,0.11289034391467895,0.8513181131631907,True,,,
pchip,3.23025,0.7471253325664003,0.1128569418282328,0.8512576813246786,True,,,
pchip,3.231,0.7471457866620782,0.11282355957512905,0.8511973536931537,True,,,
pchip,3.23175,0.74716624035624,0.11279019717423276,0.8511371306014329,True,,,
pchip,3.2325,0.7471866936488738,0.11275685464440911,0.8510770123823335,True,,,
pchip,3.23325,0.7472071465399678,0.11272353200452316,0.8510169993686721,True,,,
pchip,3.234,0.7472275990295099,0.11269022927344005,0.8509570918932661,True,,,
pchip,3.23475,0.7472480511174886,0.11265694647002489,0.8508972902889321,True,,,
pchip,3.2355,0.7472685028038919,0.11262368361314277,0.8508375948884874,True,,,
pchip,3.23625,0.7472889540887079,0.11259044072165884,0.8507780060247492,True,,,
pchip,3.237,0.7473094049719249,0.11255721781443818,0.8507185240305342,True,,,
pchip,3.23775,0.7473298554535307,0.11252401491034593,0.8506591492386595,True,,,
pchip,3.2385,0.747350305533514,0.1124908320282472,0.8505998819819421,True,,,
pchip,3.23925,0.7473707552118627,0.11245766918700706,0.8505407225931991,True,,,
pchip,3.24,0.7473912044885649,0.11242452640549068,0.8504816714052474,True,,,
pchip,3.24075,0.7474116533636087,0.11239140370256318,0.8504227287509042,True,,,
pchip,3.2415,0.7474321018369824,0.11235830109708962,0.8503638949629863,True,,,
pchip,3.24225,0.747452549908674,0.11232521860793514,0.8503051703743109,True,,,
pchip,3.243,0.7474729975786719,0.11229215625396485,0.8502465553176948,True,,,
pchip,3.24375,0.7474934448469641,0.11225911405404386,0.8501880501259552,True,,,
pchip,3.2445,0.7475138917135387,0.11222609202703727,0.8501296551319093,True,,,
pchip,3.24525,0.7475343381783838,0.11219309019181024,0.8500713706683738,True,,,
pchip,3.246,0.7475547842414877,0.11216010856722786,0.8500131970681658,True,,,
pchip,3.24675,0.7475752299028385,0.11212714717215522,0.8499551346641021,True,,,
pchip,3.2475,0.7475956751624245,0.11209420602545746,0.8498971837890001,True,,,
pchip,3.24825,0.7476161200202337,0.11206128514599965,0.8498393447756768,True,,,
pchip,3.249,0.7476365644762542,0.11202838455264698,0.849781617956949,True,,,
pchip,3.24975,0.7476570085304742,0.1119955042642645,0.8497240036656337,True,,,
pchip,3.2505,0.747677452182882,0.11196264429971736,0.849666502234548,True,,,
pchip,3.25125,0.7476978954334655,0.11192980467787064,0.849609113996509,True,,,
pchip,3.252,0.7477183382822131,0.11189698541758951,0.8495518392843336,True,,,
pchip,3.25275,0.7477387807291127,0.11186418653773901,0.8494946784308389,True,,,
pchip,3.2535,0.7477592227741527,0.11183140805718428,0.849437631768842,True,,,
pchip,3.25425,0.7477796644173212,0.11179864999479044,0.8493806996311597,True,,,
pchip,3.255,0.7478001056586062,0.11176591236942261,0.8493238823506091,True,,,
pchip,3.25575,0.7478205464979961,0.11173319519994591,0.8492671802600072,True,,,
pchip,3.2565,0.7478409869354787,0.11170049850522543,0.8492105936921712,True,,,
pchip,3.25725,0.7478614269710425,0.11166782230412628,0.8491541229799179,True,,,
pchip,3.258,0.7478818666046756,0.1116351666155136,0.8490977684560644,True,,,
pchip,3.25875,0.7479023058363661,0.11160253145825248,0.8490415304534277,True,,,
pchip,3.2595,0.7479227446661019,0.11156991685120805,0.8489854093048248,True,,,
pchip,3.26025,0.7479431830938715,0.11153732281324541,0.8489294053430728,True,,,
pchip,3.261,0.7479636211196629,0.11150474936322971,0.8488735189009886,True,,,
pchip,3.26175,0.7479840587434643,0.11147219652002599,0.8488177503113895,True,,,
pchip,3.2625,0.7480044959652637,0.11143966430249944,0.848762099907092,True,,,
pchip,3.26325,0.7480249327850497,0.11140715272951511,0.8487065680209135,True,,,
pchip,3.2640000000000002,0.74804536920281,0.11137466181993817,0.848651154985671,True,,,
pchip,3.26475,0.7480658052185328,0.1113421915926337,0.8485958611341814,True,,,
pchip,3.2655,0.7480862408322064,0.11130974206646682,0.8485406867992618,True,,,
pchip,3.26625,0.748106676043819,0.11127731326030263,0.8484856323137291,True,,,
pchip,3.267,0.7481271108533586,0.11124490519300625,0.8484306980104005,True,,,
pchip,3.26775,0.7481475452608135,0.1112125178834428,0.8483758842220929,True,,,
pchip,3.2685,0.7481679792661715,0.1111801513504774,0.8483211912816233,True,,,
pchip,3.26925,0.7481884128694213,0.11114780561297516,0.8482666195218088,True,,,
pchip,3.27,0.7482088460705506,0.11111548068980119,0.8482121692754663,True,,,
pchip,3.27075,0.7482292788695479,0.11108317659982059,0.848157840875413,True,,,
pchip,3.2715,0.7482497112664012,0.1110508933618985,0.8481036346544657,True,,,
pchip,3.27225,0.7482701432610983,0.11101863099489999,0.8480495509454415,True,,,
pchip,3.273,0.748290574853628,0.11098638951769021,0.8479955900811575,True,,,
pchip,3.27375,0.7483110060439782,0.11095416894913428,0.8479417523944307,True,,,
pchip,3.2745,0.7483314368321368,0.1109219693080973,0.8478880382180781,True,,,
pchip,3.2752499999999998,0.7483518672180922,0.11088979061344441,0.8478344478849167,True,,,
pchip,3.276,0.7483722972018324,0.11085763288404064,0.8477809817277635,True,,,
pchip,3.27675,0.7483927267833459,0.11082549613875117,0.8477276400794355,True,,,
pchip,3.2775,0.7484131559626205,0.11079338039644111,0.8476744232727497,True,,,
pchip,3.27825,0.7484335847396445,0.11076128567597557,0.8476213316405232,True,,,
pchip,3.279,0.748454013114406,0.11072921199621964,0.847568365515573,True,,,
pchip,3.27975,0.748474441086893,0.11069715937603847,0.847515525230716,True,,,
pchip,3.2805,0.748494868657094,0.11066512783429713,0.8474628111187695,True,,,
pchip,3.28125,0.748515295824997,0.11063311738986079,0.8474102235125504,True,,,
pchip,3.282,0.7485357225905901,0.1106011280615945,0.8473577627448754,True,,,
pchip,3.28275,0.7485561489538616,0.11056915986836342,0.8473054291485618,True,,,
pchip,3.2835,0.7485765749147992,0.11053721282903263,0.8472532230564268,True,,,
pchip,3.28425,0.7485970004733917,0.11050528696246728,0.847201144801287,True,,,
pchip,3.285,0.7486174256296267,0.11047338228753247,0.8471491947159597,True,,,
pchip,3.28575,0.748637850383493,0.11044149882309327,0.8470973731332618,True,,,
pchip,3.2865,0.748658274734978,0.11040963658801486,0.8470456803860105,True,,,
pchip,3.2872500000000002,0.7486786986840703,0.11037779560116232,0.8469941168070225,True,,,
pchip,3.2880000000000003,0.748699122230758,0.11034597588140076,0.8469426827291151,True,,,
pchip,3.28875,0.7487195453750292,0.11031417744759532,0.8468913784851053,True,,,
pchip,3.2895,0.748739968116872,0.11028240031861107,0.8468402044078099,True,,,
pchip,3.29025,0.7487603904562747,0.11025064451331316,0.8467891608300461,True,,,
pchip,3.291,0.7487808123932255,0.11021891005056669,0.8467382480846308,True,,,
pchip,3.29175,0.7488012339277121,0.11018719694923676,0.8466874665043811,True,,,
pchip,3.2925,0.7488216550597232,0.1101555052281885,0.846636816422114,True,,,
pchip,3.29325,0.7488420757892468,0.11012383490628702,0.8465862981706466,True,,,
pchip,3.294,0.748862496116271,0.11009218600239744,0.8465359120827957,True,,,
pchip,3.29475,0.7488829160407838,0.11006055853538486,0.8464856584913785,True,,,
pchip,3.2955,0.7489033355627736,0.11002895252411439,0.8464355377292121,True,,,
pchip,3.29625,0.7489237546822283,0.10999736798745116,0.8463855501291132,True,,,
pchip,3.297,0.7489441733991363,0.10996580494426027,0.846335696023899,True,,,
pchip,3.29775,0.7489645917134858,0.10993426341340684,0.8462859757463866,True,,,
pchip,3.2984999999999998,0.7489850096252646,0.10990274341375601,0.8462363896293931,True,,,
pchip,3.29925,0.7490054271344612,0.10987124496417285,0.8461869380057351,True,,,
pchip,3.3,0.7490258442410634,0.10983976808352248,0.8461376212082301,True,,,
pchip,3.30075,0.7490462609450599,0.10980831279067002,0.8460884395696947,True,,,
pchip,3.3015,0.7490666772464384,0.1097768791044806,0.8460393934229462,True,,,
pchip,3.30225,0.7490870931451871,0.1097454670438193,0.8459904831008015,True,,,
pchip,3.303,0.7491075086412943,0.10971407662755125,0.8459417089360777,True,,,
pchip,3.30375,0.749127923734748,0.1096827078745416,0.8458930712615917,True,,,
pchip,3.3045,0.7491483384255365,0.10965136080365538,0.8458445704101607,True,,,
pchip,3.30525,0.749168752713648,0.10962003543375778,0.8457962067146017,True,,,
pchip,3.306,0.7491891665990704,0.10958873178371388,0.8457479805077313,True,,,
pchip,3.30675,0.7492095800817921,0.10955744987238879,0.8456998921223671,True,,,
pchip,3.3075,0.7492299931618011,0.10952618971864764,0.8456519418913256,True,,,
pchip,3.30825,0.7492504058390856,0.10949495134135555,0.8456041301474243,True,,,
pchip,3.309,0.7492708181136338,0.10946373475937758,0.8455564572234798,True,,,
pchip,3.30975,0.7492912299854338,0.10943253999157891,0.8455089234523093,True,,,
pchip,3.3105,0.7493116414544738,0.10940136705682461,0.84546152916673,True,,,
pchip,3.3112500000000002,0.7493320525207419,0.1093702159739798,0.8454142746995587,True,,,
pchip,3.312,0.7493524631842262,0.10933908676190965,0.8453671603836124,True,,,
pchip,3.31275,0.749372873444915,0.10930797943947917,0.8453201865517082,True,,,
pchip,3.3135,0.7493932833027964,0.10927689402555356,0.845273353536663,True,,,
pchip,3.31425,0.7494136927578586,0.10924583053899788,0.845226661671294,True,,,
pchip,3.315,0.7494341018100895,0.10921478899867727,0.8451801112884181,True,,,
pchip,3.31575,0.7494545104594776,0.10918376942345684,0.8451337027208524,True,,,
pchip,3.3165,0.7494749187060109,0.10915277183220169,0.8450874363014138,True,,,
pchip,3.31725,0.7494953265496775,0.10912179624377694,0.8450413123629195,True,,,
pchip,3.318,0.7495157339904658,0.1090908426770477,0.8449953312381863,True,,,
pchip,3.31875,0.7495361410283634,0.10905991115087914,0.8449494932600312,True,,,
pchip,3.3195,0.749556547663359,0.10902900168413629,0.8449037987612714,True,,,
pchip,3.32025,0.7495769538954407,0.10899811429568429,0.844858248074724,True,,,
pchip,3.321,0.7495973597245963,0.10896724900438827,0.8448128415332058,True,,,
pchip,3.3217499999999998,0.7496177651508142,0.10893640582911335,0.844767579469534,True,,,
pchip,3.3225,0.7496381701740826,0.10890558478872459,0.8447224622165252,True,,,
pchip,3.32325,0.7496585747943896,0.10887478590208716,0.844677490106997,True,,,
pchip,3.324,0.7496789790117233,0.10884400918806615,0.8446326634737661,True,,,
pchip,3.32475,0.749699382826072,0.10881325466552667,0.8445879826496494,True,,,
pchip,3.3255,0.7497197862374236,0.10878252235333384,0.8445434479674642,True,,,
pchip,3.32625,0.7497401892457664,0.10875181227035277,0.8444990597600274,True,,,
pchip,3.327,0.7497605918510886,0.10872112443544858,0.8444548183601559,True,,,
pchip,3.32775,0.7497809940533782,0.10869045886748639,0.8444107241006669,True,,,
pchip,3.3285,0.7498013958526236,0.1086598155853313,0.8443667773143774,True,,,
pchip,3.32925,0.7498217972488127,0.10862919460784841,0.8443229783341042,True,,,
pchip,3.33,0.7498421982419338,0.10859859595390285,0.8442793274926647,True,,,
pchip,3.33075,0.749862598831975,0.10856801964235975,0.8442358251228755,True,,,
pchip,3.3315,0.7498829990189246,0.10853746569208421,0.844192471557554,True,,,
pchip,3.33225,0.7499033988027706,0.10850693412194132,0.8441492671295169,True,,,
pchip,3.333,0.749923798183501,0.10847642495079622,0.8441062121715812,True,,,
pchip,3.33375,0.7499441971611043,0.108445938197514,0.8440633070165643,True,,,
pchip,3.3345000000000002,0.7499645957355684,0.10841547388095979,0.844020551997283,True,,,
pchip,3.33525,0.7499849939068816,0.10838503201999873,0.8439779474465543,True,,,
pchip,3.336,0.7500053916750319,0.10835461263349588,0.8439354936971951,True,,,
pchip,3.33675,0.7500257890400076,0.10832421574031639,0.8438931910820227,True,,,
pchip,3.3375,0.7500461860017967,0.10829384135932535,0.8438510399338538,True,,,
pchip,3.33825,0.7500665825603876,0.10826348950938791,0.8438090405855057,True,,,
pchip,3.339,0.7500869787157683,0.10823316020936914,0.8437671933697951,True,,,
pchip,3.33975,0.7501073744679269,0.10820285347813416,0.8437254986195394,True,,,
pchip,3.3405,0.7501277698168516,0.10817256933454811,0.8436839566675554,True,,,
pchip,3.34125,0.7501481647625308,0.10814230779747608,0.84364256784666,True,,,
pchip,3.342,0.7501685593049521,0.10811206888578319,0.8436013324896705,True,,,
pchip,3.34275,0.7501889534441041,0.10808185261833456,0.8435602509294038,True,,,
pchip,3.3435,0.7502093471799748,0.10805165901399529,0.8435193234986768,True,,,
pchip,3.34425,0.7502297405125524,0.10802148809163051,0.8434785505303066,True,,,
pchip,3.345,0.7502501334418251,0.1079913398701053,0.8434379323571103,True,,,
pchip,3.34575,0.7502705259677809,0.10796121436828485,0.843397469311905,True,,,
pchip,3.3465,0.750290918090408,0.10793111160503417,0.8433571617275073,True,,,
pchip,3.34725,0.7503113098096947,0.10790103159921845,0.8433170099367346,True,,,
pchip,3.348,0.7503317011256291,0.10787097436970278,0.8432770142724038,True,,,
pchip,3.34875,0.7503520920381992,0.10784093993535224,0.8432371750673319,True,,,
pchip,3.3495,0.7503724825473933,0.107810928315032,0.843197492654336,True,,,
pchip,3.35025,0.7503928726531995,0.10778093952760713,0.8431579673662329,True,,,
pchip,3.351,0.750413262355606,0.10775097359194277,0.8431185995358399,True,,,
