seed,a,b,N,R,P,U
202602,0.1349511738873203,4.5,4.0,0.7499708235371975,0.08164628325162335,0.792224621649495
202602,0.22843117564318058,3.0285416709409567,4.0,0.7310360542349617,0.13003112149162105,0.7865807105745988
202602,0.23119253182509045,3.054900788346861,4.0,0.7311682441474534,0.12896387754497313,0.7845489466306426
202602,0.22023306400895878,3.2795100814730036,4.0,0.7343238544139273,0.1168952297749957,0.7759584677620959
202602,0.2234039290496725,3.384055347888066,4.0,0.7358850860758979,0.11295791901298048,0.7733128467166857
202602,0.127706834702664,4.5,4.0,0.7509693594018674,0.08149904906451533,0.7944482583313902
202602,0.21326998031790403,3.3004330348532207,4.0,0.7349973764761163,0.11535880394701016,0.7763429428478966
202602,0.24038558999042528,3.0136161956267506,4.0,0.7306895716267816,0.13256952385644694,0.7863123709089628
202602,0.21027811730917423,3.4088200465554266,4.0,0.7369081433529111,0.11078354035607589,0.7744430109255509
202602,0.22263138065607477,3.340780166963678,4.0,0.7351925770561107,0.11458938915326417,0.7741725636503727
202602,0.21160653794015333,3.5415853945110407,4.0,0.7390882908244985,0.10617210611049281,0.773010608114998
202602,0.20752953407956407,4.495661682127477,4.0,0.741799953371881,0.08373332264663327,0.7730702265031762
202602,0.2257028551423818,3.3616404971381333,4.0,0.7354443394907109,0.11409918081271819,0.773520229041618
202602,0.20642845841459845,3.6210365049026625,4.0,0.7407304688943283,0.10324340826349267,0.7735804496626353
202602,0.23027891560149977,3.209641231998542,4.0,0.7329854798996559,0.12116792252101888,0.7772241986921407
202602,0.2159087939736643,3.402562574044751,4.0,0.7364943354377909,0.11149326475422491,0.7737749813394962
202602,0.2041745940398767,3.4020079089536885,4.0,0.7372086479448156,0.11061325586661268,0.7755744867157762
202602,0.23829273334012557,3.0429996172626184,6.0,0.7297375172247704,0.14547135499228545,0.7982233981342082
202602,0.2396289999685813,4.5,6.0,0.7339261982561308,0.10157150183299732,0.7911033123102005
202602,0.22580298559264111,3.1425981786012445,6.0,0.7302019125623893,0.13719431635263793,0.7938943050008178
202602,0.17729698470622157,4.493024105434397,6.0,0.7401854760791654,0.09080395220536941,0.7973888411261211
